CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
C12470,3020.900667,1,0,0,0,3417.227455,0,0,0,0.666667,9,0,4000,1171.807751,848.973008,0,12,1,CASH_IN,44708.03,C203409950,644614.17,689322.19,C97730845,51569.17,9940339.29,0
C12471,608.752081,1,5446.88,3466.22,1980.66,0,0.916667,0.25,0.916667,0,0,45,9500,5623.305898,233.917424,1,12,1,CASH_IN,343189.13,C605705199,689322.19,1032511.32,C1816757085,8906586.96,1.07E+07,0
C12472,4587.892398,1,140.6,140.6,0,953.934018,0.083333,0.083333,0,0.25,3,2,5500,1151.202909,1489.130441,0,12,1,CASH_IN,60215.46,C876823802,1032511.32,1092726.78,C367746789,83172.04,0,0
C12473,4005.344926,1,9134.26,2002.9,7131.36,0,1,0.25,1,0,0,65,10500,3579.298838,1148.902535,0,12,1,CASH_IN,235288.68,C47918293,1092726.78,1328015.46,C306206744,3093624.06,3554299.27,0
C12474,534.75165,0.545455,3044.6,3044.6,0,684.269093,0.166667,0.166667,0,0.083333,1,2,3000,8987.534163,332.787755,0.333333,12,1,CASH_IN,206955.99,C1894144426,1328015.46,1534971.46,C998351292,2027750.76,1015132.48,0
C12475,34.387537,1,153.18,61.9,91.28,0,0.416667,0.083333,0.416667,0,0,11,2500,99.085409,145.637604,0,12,1,CASH_IN,383446.61,C102103410,1534971.46,1918418.07,C564160838,2337040.82,1254956.07,0
C12476,11964.83264,1,1175.35,1031.85,143.5,2271.555171,0.75,0.583333,0.416667,0.583333,11,19,14000,2949.673416,3098.62505,0,12,1,CASH_IN,145095.94,C677317086,1918418.07,2063514.01,C2083562754,1187275.85,1186556.81,0
C12477,1553.505165,1,522,0,522,0,1,0,1,0,0,14,1000,472.580919,15584.09742,0,12,1,CASH_IN,300632.87,C1933129092,2063514.01,2364146.87,C838411509,385057.43,22774.25,0
C12478,10.106017,0.727273,1160.66,34.9,1125.76,0,1,0.083333,0.916667,0,0,37,1500,1152.518504,32.376453,0.111111,12,1,CASH_IN,119081.76,C827328832,2364146.87,2483228.64,C1023714065,2762216.66,1412484.09,0
C12479,397.003171,1,3042.08,1419.07,1623.01,0,1,1,1,0,0,98,8500,2764.893686,246.737259,0.333333,12,1,CASH_IN,203148.34,C405252209,2483228.64,2686376.98,C1750905143,1134980.28,424250.45,0
C12480,611.561026,1,765,765,0,0,0.125,0.125,0,0,0,1,2000,204.464151,146.352314,0,8,1,CASH_IN,104335.07,C1223050066,2686376.98,2790712.05,C716083600,1875457.1,2444985.19,0
C12481,4840.545574,1,1595.93,1595.93,0,4359.32575,0.454545,0.454545,0,0.545455,17,25,6000,905.844846,2376.919568,0.090909,11,1,CASH_IN,251482.63,C1917442783,2790712.05,3042194.68,C1023714065,2643134.89,1412484.09,0
C12482,0,0,313.89,0,313.89,0,0.916667,0,0.916667,0,0,19,6000,0,,0,12,1,CASH_IN,92784.06,C1130551263,3042194.68,3134978.74,C1761291320,119296.99,22233.65,0
C12483,1176.992085,1,890,400,490,0,0.583333,0.083333,0.416667,0,0,7,3000,640.607666,289.747401,0,12,1,CASH_IN,21670.38,C1713605602,3134978.74,3156649.13,C215145189,54530.44,1891.79,0
C12484,47.107274,0.818182,2226.06,0,2226.06,0,1,0,1,0,0,14,8500,2507.587709,97.944748,0.3,12,1,CASH_IN,175443.85,C472234151,3156649.13,3332092.98,C392292416,2918681.63,3420103.09,0
C12485,289.529643,0.272727,110,110,0,1134.891542,0.083333,0.083333,0,0.166667,7,1,1200,697.009124,1117.265123,0,12,1,CASH_IN,226031.29,C537265886,3332092.98,3558124.26,C564160838,1953594.21,1254956.07,0
C12486,2689.040221,1,0,0,0,2928.671045,0,0,0,0.083333,2,0,9000,854.431761,681.959088,0,12,1,CASH_IN,234052.7,C1963974958,3558124.26,3792176.96,C1060830840,751734.62,130747.56,0
C12487,14.871714,0.545455,62.7,62.7,0,0,0.083333,0.083333,0,0,0,1,3000,125.780361,164.519883,0,12,1,CASH_IN,229848.96,C260638966,3792176.96,4022025.93,C2083562754,1042179.91,1186556.81,0
C12488,35.360897,1,587.34,0,587.34,0,1,0,1,0,0,14,11500,549.036894,139.958805,0.888889,12,1,CASH_IN,111655.85,C1045985568,4022025.93,4133681.78,C1831477404,565797.08,247063.16,0
C12489,1902.665938,1,4666.51,4464.76,201.75,4120.44084,0.916667,0.833333,0.5,0.166667,10,46,7500,6153.484827,534.578893,0,12,1,CASH_IN,51284.87,C788048067,4133681.78,4184966.65,C248609774,6054544.78,6453430.91,0
C12490,17.026818,1,453.24,0,453.24,0,1,0,1,0,0,12,2000,435.997908,62.817278,0.25,12,1,CASH_IN,270.78,C619985571,4184966.65,4185237.43,C875917495,3019,0,0
C12491,229.540732,1,694.91,37.5,657.41,0,0.916667,0.166667,0.833333,0,0,15,7500,1016.090423,189.29217,0.083333,12,1,CASH_IN,154442.99,C1677543539,4185237.43,4339680.42,C832279283,315983.22,185389.8,0
C12492,186.706199,1,868,0,868,0,0.5,0,0.416667,0,0,6,4000,618.964215,268.075781,0,12,1,CASH_IN,34918.59,C504478805,4339680.42,4374599.01,C1948471365,66604.54,18627.02,0
C12493,1264.152747,1,2358.28,2171.8,186.48,144.017573,1,0.5,0.833333,0.166667,2,28,2500,1175.753031,330.579046,0.166667,12,1,CASH_IN,57262.72,C1967432164,4374599.01,4431861.74,C1973538135,72917.77,16896.7,0
C12494,160.15008,1,1639.97,971.97,668,0,1,1,0.416667,0,0,20,7000,1579.491353,178.416176,0.916667,12,1,CASH_IN,189703.56,C1893772493,4431861.74,4621565.3,C1531333864,477147.47,55974.56,0
C12495,12856.15251,1,775.42,649.42,126,7362.379262,0.416667,0.25,0.333333,0.166667,11,16,14000,2885.335197,3331.513399,0,12,1,CASH_IN,288838.13,C2035801202,4621565.3,4910403.44,C1060830840,517681.93,130747.56,0
C12497,3034.686119,1,0,0,0,370.098258,0,0,0,0.083333,2,0,3000,91.692752,26143.17049,0,12,1,CASH_IN,61505.91,C1790387225,4910403.44,4910403.44,C11003494,4910403.44,1.06E+07,0
C12498,2537.257188,1,0,0,0,557.526465,0,0,0,0.166667,2,0,2750,933.01991,602.387923,0,12,1,CASH_IN,404167.6,C984412970,4910403.44,4910403.44,C11003494,4910403.44,1.06E+07,0
C12499,2376.483239,1,858.5,858.5,0,356.570057,0.333333,0.333333,0,0.166667,3,13,7000,748.290167,597.63665,0,12,1,CASH_IN,57323.56,C1340057206,4910403.44,4967726.99,C660143728,99774.27,42450.71,0
C12500,3625.207579,1,0,0,0,1274.199991,0,0,0,0.090909,1,0,6000,1009.287105,1431.909784,0,11,1,CASH_IN,68988.21,C137123763,4967726.99,5036715.2,C998351292,1820794.77,1015132.48,0
C12501,3904.008546,1,600,0,600,1433.189324,0.5,0,0.416667,0.5,6,6,4700,1154.910275,1475.694904,0,12,1,CASH_IN,74230.21,C1541942595,5036715.2,5110945.41,C1590550415,1.94E+07,1.92E+07,0
C12502,59.263479,0.181818,300.68,0,300.68,0,0.090909,0,0.090909,0,0,1,5000,3142.651675,80.613743,0,11,1,CASH_IN,377287.8,C100708535,5110945.41,5488233.21,C985934102,2256095.33,971418.91,0
C12503,1114.56327,0.727273,0,0,0,298.659126,0,0,0,0.083333,1,0,6000,3842.787673,547.238675,0.111111,12,1,CASH_IN,185897.79,C878598679,5488233.21,5674131,C1182461167,390209.15,23508.22,0
C12504,1128.717636,1,55.69,55.69,0,56.453676,0.083333,0.083333,0,0.083333,1,3,1200,266.286419,544.723121,0,12,1,CASH_IN,173842.23,C1587872480,5674131,5847973.23,C1291286504,231914.67,66575.5,0
C12505,451.905949,1,4468.71,3870.15,598.56,0,1,1,0.416667,0,0,53,4000,4009.961094,184.31048,1,12,1,CASH_IN,31646.31,C1144897090,5847973.23,5879619.54,C1291286504,58072.44,66575.5,0
C12506,6074.986862,1,1000,1000,0,4360.872498,0.083333,0.083333,0,0.5,7,1,14000,1365.324882,1766.055701,0,12,1,CASH_IN,48134.99,C1195064186,5879619.54,5927754.53,C1961176822,55211.3,0,0
C12507,3490.186741,1,816,638.91,177.09,0,0.583333,0.25,0.5,0,0,15,11500,947.039165,1076.480794,0,12,1,CASH_IN,229982.47,C24334184,5927754.53,6157737,C564160838,1727562.92,1254956.07,0
C12508,1368.99507,1,521.31,140,381.31,0,1,0.083333,1,0,0,20,3000,616.095965,467.239217,0,12,1,CASH_IN,216806.48,C2008547236,6157737,6374543.48,C564160838,1497580.45,1254956.07,0
C12509,60.52124,0.8,469,0,469,0,0.6,0,0.5,0,0,6,1000,541.359082,115.03052,0.833333,10,1,CASH_IN,117257.18,C1590792382,6374543.48,6491800.66,C1182461167,204311.36,23508.22,0
C12510,1961.322415,1,476.16,0,476.16,0,1,0,1,0,0,48,2000,791.091826,768.758551,0,12,1,CASH_IN,174413.77,C1076855029,6491800.66,6666214.43,C1123629720,213713.99,46393.85,0
C12511,4153.477506,1,561.25,375.25,186,1222.725542,0.333333,0.083333,0.166667,0.583333,15,4,8000,1854.156679,1172.150883,0,12,1,CASH_IN,72897.92,C1539088279,6666214.43,6739112.35,C662736689,327169.9,4891090.56,0
C12512,22.523964,0.428571,346.3,0,346.3,0,1,0,1,0,0,7,1800,340.376582,74.812454,1,7,1,CASH_IN,82564.24,C322830747,6739112.35,6821676.59,C2050019814,342077.36,0,0
C12513,7593.590618,1,0,0,0,3843.962731,0,0,0,0.083333,2,0,8000,1534.809766,2012.365718,0,12,1,CASH_IN,63764.9,C1094199074,6821676.59,6885441.49,C885951223,445655.6,215851.28,0
C12514,46.054436,1,812.97,598.09,214.88,0,1,0.916667,1,0,0,24,6000,1314.537349,191.480116,1,12,1,CASH_IN,183074.81,C2108440536,6885441.49,7068516.3,C1219161283,187573.89,0,0
C12515,8771.507851,1,1082.98,497.08,585.9,4504.545269,1,0.5,0.833333,0.666667,26,26,18500,1964.195588,1978.414023,0,12,1,CASH_IN,223744.8,C1112758237,7068516.3,7292261.09,C1831477404,454141.23,247063.16,0
C12516,3008.66367,1,1137.62,659.62,478,3116.44095,0.75,0.416667,0.5,0.416667,12,16,6200,536.091856,981.877595,0,12,1,CASH_IN,46179.38,C553821397,7292261.09,7338440.47,C1096283470,306791.16,0,0
C12517,215.213174,1,2326.52,136.8,2189.72,0,1,0.166667,1,0,0,75,3500,2374.80576,177.683227,0.833333,12,1,CASH_IN,91611.03,C553879264,7338440.47,7430051.5,C1750905143,931831.94,424250.45,0
C12518,96.155647,1,1070.73,432.8,637.93,0,1,1,0.75,0,0,27,10000,1229.025203,192.197394,1,12,1,CASH_IN,128022.19,C1028472807,7430051.5,7558073.69,C1286084959,2756959.24,2107778.11,0
C12519,1101.656754,1,1398.21,1243.5,154.71,0,0.75,0.416667,0.416667,0,0,16,7000,257.24454,346.844936,0,12,1,CASH_IN,157949.72,C1710783020,7558073.69,7716023.4,C985934102,1878807.53,971418.91,0
C12520,4779.786334,1,1470.24,882.78,587.46,4962.936839,1,0.416667,1,0.666667,33,29,7000,4760.677367,1393.490557,0,12,1,CASH_IN,26516.56,C1365790282,7716023.4,7742539.96,C1937962514,63127.8,8383.29,0
C12521,765.880394,0.909091,0,0,0,1966.812413,0,0,0,0.083333,1,0,8500,2953.858729,335.991369,0.181818,12,1,CASH_IN,105647.45,C1826747905,7742539.96,7848187.42,C1068824137,126541.52,265092.36,0
C12522,4705.294706,1,0,0,0,9894.067335,0,0,0,0.916667,30,0,9000,8778.87795,1470.361933,0,12,1,CASH_IN,61858.19,C948395645,7848187.42,7910045.61,C985934102,1720857.81,971418.91,0
C12523,2008.461205,1,0,0,0,2436.107429,0,0,0,0.083333,4,0,2900,3092.937061,681.529737,0.083333,12,1,CASH_IN,245041.35,C512256603,7910045.61,8155086.95,C985934102,1658999.62,971418.91,0
C12524,2856.16815,1,29.5,29.5,0,103.141056,0.1,0.1,0,0.3,4,1,3000,508.056466,1267.37587,0,10,1,CASH_IN,42922.81,C226586078,8155086.95,8198009.76,C1182461167,87054.17,23508.22,0
C12525,198.12512,1,0,0,0,973.656086,0,0,0,0.166667,5,0,1200,253.475631,73.411615,0.083333,12,1,CASH_IN,137465.55,C1848886161,8198009.76,8335475.31,C1318822808,1066345.61,500631.71,0
C12526,27.851354,0.636364,262.71,0,262.71,0,0.583333,0,0.5,0,0,7,4000,404.572322,170.087703,0.8,12,1,CASH_IN,170207.14,C1816468636,8335475.31,8505682.45,C2050019814,259513.13,0,0
C12527,1487.657507,1,4115.98,3975.98,140,0,0.75,0.666667,0.25,0,0,31,5000,3922.394684,474.667356,0.083333,12,1,CASH_IN,18513.77,C834824701,8505682.45,8524196.22,C306206744,2858335.38,3554299.27,0
C12528,10915.55075,1,0,0,0,23130.82106,0,0,0,0.583333,23,0,15000,18341.95467,3127.192305,0,12,1,CASH_IN,199318.34,C925568390,8524196.22,8723514.56,C1096283470,260611.78,0,0
C12529,107.944741,0.875,118.16,118.16,0,472.818286,0.125,0.125,0,0.125,1,2,2500,192.781455,56.999671,0.25,8,1,CASH_IN,26295.3,C1198817209,8723514.56,8749809.86,C1883840933,1.39E+07,1.69E+07,0
C12530,117.777688,0.727273,853.3,853.3,0,0,0.25,0.25,0,0,0,3,2000,851.921672,73.600798,0,12,1,CASH_IN,111549.83,C51460663,8749809.86,8861359.69,C1749186397,208152.76,277515.05,0
C12531,862.481024,1,2267.38,1674.75,592.63,282.991201,1,1,0.666667,0.166667,2,41,4500,3644.186477,341.5862,0.333333,12,1,CASH_IN,56912.01,C557725225,8861359.69,8918271.71,C614685048,108462.08,0,0
C12532,7.153512,0.3,104.95,0,104.95,0,0.4,0,0.3,0,0,4,1500,271.567821,71.59927,0,10,1,CASH_IN,414285.51,C1318475957,8918271.71,9332557.22,C1049817027,614630.33,60738.03,0
C12533,48.242289,0.727273,470.69,57,413.69,0,0.416667,0.083333,0.333333,0,0,5,18000,746.951133,156.812691,0.416667,12,1,CASH_IN,298109.36,C712732521,9332557.22,9630666.58,C667346055,493746.17,9291619.62,0
C12534,490.368785,1,932.03,231.87,700.16,987.069944,0.416667,0.083333,0.25,0.083333,1,5,5500,3170.370677,269.655125,0.083333,12,1,CASH_IN,269736.99,C540092563,9630666.58,9900403.57,C1526298704,473512.63,32092.07,0
C12535,1848.248809,1,307.12,307.12,0,0,0.083333,0.083333,0,0,0,2,8500,3421.846931,470.192366,0,12,1,CASH_IN,18622.16,C1894698434,9900403.57,9919025.73,C1825027294,55379.84,36757.68,0
C12536,1417.979193,1,0,0,0,97.106059,0,0,0,0.285714,4,0,1500,201.425194,233.54565,0,7,1,CASH_IN,183816.31,C205615258,9919025.73,1.01E+07,C1023714065,2391652.26,1412484.09,0
C12537,510.504804,0.727273,57,57,0,10239.08859,0.083333,0.083333,0,0.166667,6,1,12500,15043.66508,256.881348,0.142857,12,1,CASH_IN,143405.8,C2108708444,1.01E+07,1.02E+07,C667346055,195636.81,9291619.62,0
C12538,339.294514,1,2601.6,0,2601.6,0,1,0,1,0,0,12,1800,2582.18354,2374.370421,0.909091,12,1,PAYMENT,449.97,C1424788681,13030.57,12580.6,M1391119179,0,0,0
C12539,5151.912071,1,0,0,0,2873.077058,0,0,0,0.166667,4,0,7000,1362.424363,1240.254115,0,12,1,PAYMENT,2743.55,C1428726828,12580.6,9837.06,M710220387,0,0,0
C12540,1203.464556,1,440,0,440,1472.061257,0.333333,0,0.25,0.083333,3,4,3000,584.787421,267.430198,0,12,1,PAYMENT,1548.73,C443502884,38285.31,36736.58,M517693873,0,0,0
C12541,6437.92423,1,716.76,54.46,662.3,2365.445125,1,0.083333,0.916667,0.416667,10,33,7000,1364.331914,1968.717366,0,12,1,PAYMENT,4828.43,C247644034,36736.58,31908.14,M214313531,0,0,0
C12542,407.177714,0.909091,4236.36,2325.16,1911.2,0,0.833333,0.5,0.75,0,0,29,18500,3746.674803,167.823077,1,12,1,PAYMENT,1737.12,C1824570614,31908.14,30171.02,M693345846,0,0,0
C12543,3929.705042,1,935.71,0,935.71,5093.44832,0.833333,0,0.75,0.166667,3,34,6000,6409.769007,1447.893709,0,12,1,PAYMENT,1089.31,C854989361,30171.02,29081.71,M257718694,0,0,0
C12544,6909.058266,1,473.51,70,403.51,1031.583943,0.583333,0.083333,0.5,0.166667,4,11,7500,1593.897063,3196.171515,0,12,1,PAYMENT,5237.7,C1720865719,29081.71,23844.01,M1392886653,0,0,0
C12545,1054.905969,1,885.44,0,885.44,0,0.833333,0,0.833333,0,0,111,1000,1057.25415,1613.401207,0,12,1,PAYMENT,3364.48,C1369468094,23844.01,20479.53,M1037942373,0,0,0
C12546,3664.282588,1,493.34,260,233.34,0,0.416667,0.083333,0.416667,0,0,6,9500,1050.91005,821.066878,0,12,1,PAYMENT,1889.41,C1235635586,20479.53,18590.13,M876962272,0,0,0
C12547,6443.077147,0.909091,2155.13,1325.34,829.79,1650.039631,1,0.583333,1,0.416667,17,75,7500,9689.602075,3163.402977,0,12,1,PAYMENT,2685.44,C1725054538,11302,8616.56,M917277283,0,0,0
C12548,4570.04875,1,888.98,888.98,0,1825.929322,0.416667,0.416667,0,0.166667,2,7,6000,1179.34586,1200.960907,0,12,1,PAYMENT,1238.08,C1302141801,8616.56,7378.48,M1388849499,0,0,0
C12549,3573.583803,0.888889,2513.46,2513.46,0,6181.23369,0.222222,0.222222,0,0.444444,12,6,9000,4776.370808,836.641054,0,9,1,PAYMENT,17994.24,C622820646,7378.48,0,M2008159348,0,0,0
C12550,96.699394,0.545455,1475.23,1475.23,0,0,1,1,0,0,0,14,4000,1595.023315,34.819015,0,12,1,PAYMENT,6396.49,C1389432760,458,0,M1103132232,0,0,0
C12551,4968.771623,1,3441.3,2416.7,1024.6,0,1,0.333333,0.833333,0,0,26,11500,1385.717858,1499.391822,0,12,1,PAYMENT,2380.21,C535352603,6003259.91,6000879.7,M2015261478,0,0,0
C12552,1031.936983,0.727273,2308,608,1700,0,0.416667,0.083333,0.333333,0,0,9,3000,245.914697,564.472958,0,12,1,CASH_OUT,139754.72,C577245010,6000879.7,5861124.98,C932583850,2474475.78,2719172.89,0
C12553,3.847042,0.5,182.08,0,182.08,0,1,0,0.875,0,0,8,1500,191.067061,54.734326,0.5,8,1,PAYMENT,8787.63,C1624788833,50784,41996.37,M968957548,0,0,0
C12554,166.258538,0.909091,1377.31,827.35,549.96,133.878836,1,0.083333,1,0.083333,1,14,16000,1770.052426,190.754221,0.090909,12,1,DEBIT,2261.24,C843959601,3183,921.76,C1750905143,840220.91,424250.45,0
C12555,1589.449271,1,255.75,187,68.75,0,0.333333,0.166667,0.166667,0,0,5,3500,599.044421,586.693702,0,12,1,DEBIT,2807.73,C1346197173,1704,0,C1973538135,15655.05,16896.7,0
C12556,2305.313527,1,255.7,229.02,26.68,14.222216,0.545455,0.454545,0.181818,0.090909,1,8,6500,620.437714,505.940539,0,11,1,PAYMENT,4247.14,C1924966548,49049.96,44802.82,M1128266449,0,0,0
C12557,818.310935,0.545455,1071.8,1020,51.8,752.292181,0.333333,0.25,0.166667,0.166667,3,6,2500,4763.080391,751.737661,0.2,12,1,PAYMENT,4504.48,C533173186,44802.82,40298.34,M628487793,0,0,0
C12558,102.751154,1,1063.69,0,1063.69,0,1,0,1,0,0,29,7000,1928.089519,164.687639,0.454545,12,1,PAYMENT,3051.76,C848958019,236272,233220.24,M248487859,0,0,0
C12559,11416.64736,1,1347.7,0,1347.7,0,0.583333,0,0.583333,0,0,9,15500,2704.076105,2580.556298,0,12,1,PAYMENT,5675.84,C758465579,224,0,M670689666,0,0,0
C12560,2008.004976,1,75.5,75.5,0,0,0.166667,0.166667,0,0,0,2,5000,485.389275,603.340807,0,12,1,DEBIT,194.4,C1167327028,30364,30169.6,C75457651,29741.84,31469.78,0
C12561,5880.218671,0.666667,0,0,0,10590.41113,0,0,0,0.166667,1,0,11500,1828.239171,1952.041626,0,6,1,PAYMENT,8176.58,C936628786,820,0,M817941759,0,0,0
C12562,5354.109275,1,0,0,0,2660.070252,0,0,0,0.333333,7,0,7000,1408.437818,1228.996607,0,12,1,PAYMENT,4074.17,C1478334108,574,0,M36550900,0,0,0
C12563,3207.605367,0.909091,0,0,0,3766.7883,0,0,0,0.090909,5,0,9000,750.543668,1131.588644,0,11,1,PAYMENT,13695.83,C726051009,27392,13696.17,M492252770,0,0,0
C12564,4319.531807,1,0,0,0,9085.908764,0,0,0,0.666667,19,0,7500,10339.93845,1348.605697,0,12,1,PAYMENT,8092.22,C701166114,595,0,M1187972599,0,0,0
C12565,1343.165153,1,291.62,0,291.62,1461.717523,1,0,0.857143,0.142857,4,7,1500,276.342352,849.32088,0,7,1,CASH_OUT,286803.5,C1481751887,0,0,C997608398,774294.17,157982.12,0
C12566,705.645246,1,1325.21,1017.21,308,0,0.75,0.583333,0.416667,0,0,14,3000,860.265446,227.004657,0,12,1,PAYMENT,3620.25,C2094115865,22956.58,19336.33,M49547843,0,0,0
C12567,112.01046,1,229,229,0,0,0.181818,0.181818,0,0,0,4,150,119.62682,252.515849,0,11,1,CASH_OUT,153952.87,C1017792343,19336.33,0,C1023714065,2207835.95,1412484.09,0
C12568,1978.041097,1,0,0,0,1922.461395,0,0,0,0.166667,4,0,5500,1481.136548,477.284193,0,12,1,PAYMENT,1335.03,C1774468680,2043,707.97,M402978317,0,0,0
C12569,468.769607,1,585.68,445.98,139.7,856.77615,0.666667,0.416667,0.416667,0.75,19,12,4500,1368.204953,201.964603,0,12,1,PAYMENT,96.32,C981487964,41255,41158.68,M1417554340,0,0,0
C12570,15.531077,0.090909,0,0,0,1630.319983,0,0,0,0.083333,4,0,2000,1898.347582,32.585321,0,12,1,TRANSFER,412906.88,C478182173,10353,0,C1068824137,20894.07,265092.36,0
C12571,1003.058842,1,1627,1627,0,0,0.333333,0.333333,0,0,0,12,1200,1897.171179,613.912928,0,12,1,TRANSFER,288638.46,C596333086,0,0,C747464370,1106431.03,1567434.81,0
C12572,220.938626,1,2310.61,1375.61,935,0,1,1,0.5,0,0,33,18000,2588.893066,190.034881,1,12,1,PAYMENT,2918.83,C456785282,158,0,M1043317832,0,0,0
C12573,5236.290986,1,1780.79,1080.65,700.14,657.93913,1,0.666667,1,0.166667,5,93,17000,1230.806488,1182.650916,0,12,1,PAYMENT,4852.65,C560465923,30128.26,25275.61,M1485485458,0,0,0
C12574,505.333425,0.909091,5176.62,5176.62,0,0,0.666667,0.666667,0,0,0,33,8500,4971.981428,172.888946,0.6,12,1,PAYMENT,13343.47,C210474732,25275.61,11932.14,M1288052401,0,0,0
C12575,17.896575,0.909091,265.97,0,265.97,0,1,0,0.916667,0,0,14,1000,224.528678,120.554003,0.545455,12,1,DEBIT,1672.55,C764358458,50419,48746.45,C885951223,381890.69,215851.28,0
C12576,5550.171932,1,1026.26,1026.26,0,256.963408,0.583333,0.583333,0,0.083333,1,12,11000,1322.74282,1417.69815,0,12,1,PAYMENT,1020.89,C539240764,75771,74750.11,M1883830050,0,0,0
C12577,236.507753,1,2692.65,2072.32,620.33,0,1,1,0.583333,0,0,45,1500,2375.560677,178.352824,1,12,1,PAYMENT,4440.79,C201804812,49624,45183.21,M1487230025,0,0,0
C12578,1132.282217,1,0,0,0,68.520455,0,0,0,0.083333,1,0,1200,281.613657,240.366583,0,12,1,PAYMENT,12271.39,C1498016680,715,0,M1846539844,0,0,0
C12579,247.857188,0.454545,0,0,0,872.983058,0,0,0,0.333333,10,0,1200,253.663706,260.21665,0,12,1,TRANSFER,379953.15,C1490985125,121856,0,C459857341,19826.79,387263.02,0
C12580,3312.222433,1,3729.7,2169.35,1560.35,0,1,1,1,0,0,81,8000,4974.329762,931.22828,0,12,1,PAYMENT,9198.49,C707506411,5970,0,M1009326765,0,0,0
C12581,1373.252757,1,0,0,0,79.435812,0,0,0,0.166667,3,0,1500,303.776791,466.08332,0,12,1,PAYMENT,660.52,C755328698,35451,34790.48,M7548983,0,0,0
C12582,71.542751,1,561.38,0,561.38,0,1,0,1,0,0,32,1500,482.868194,168.926878,0.416667,12,1,PAYMENT,3485.64,C1999135802,460,0,M52487168,0,0,0
C12583,0,0,609,0,609,0,1,0,1,0,0,12,2500,893.429001,,0,12,1,PAYMENT,413.84,C85357160,26512.93,26099.09,M486348917,0,0,0
C12584,147.418569,0.181818,1074,1074,0,0,0.083333,0.083333,0,0,0,2,5500,0,,0,12,1,PAYMENT,3865.44,C683718244,26099.09,22233.65,M742672280,0,0,0
C12585,774.645244,1,190.54,0,190.54,2467.204866,0.416667,0,0.333333,0.25,4,6,1200,2365.524893,423.0202,0.166667,12,1,CASH_OUT,124832.65,C452457802,128,0,C812586739,4795,122027.28,0
C12586,727.467671,1,420.88,0,420.88,429.481253,0.416667,0,0.333333,0.333333,4,7,4500,1190.41941,205.529399,0,12,1,TRANSFER,302151.25,C1857910993,166321,0,C1234250905,1786,193018.94,0
C12587,1115.208504,1,30,30,0,1484.671104,0.083333,0.083333,0,0.416667,11,1,1500,1839.908719,570.913732,0.083333,12,1,PAYMENT,1854.51,C1130598644,2244,389.49,M1293252487,0,0,0
C12588,366.441008,0.636364,0,0,0,2838.753109,0,0,0,0.083333,3,0,3000,4634.133777,476.217118,0.25,12,1,PAYMENT,2850.6,C1760401098,51550.07,48699.47,M1829966070,0,0,0
C12589,3891.346976,1,3629.8,50,3579.8,2538.561644,1,0.083333,1,0.166667,5,254,7500,8259.411897,4725.470314,0.083333,12,1,CASH_OUT,130905.88,C841537936,48699.47,0,C1068824137,433800.95,265092.36,0
C12590,7442.599092,1,1080,0,1080,3968.684047,0.666667,0,0.666667,0.25,29,24,8500,4365.058558,6019.766066,0,12,1,PAYMENT,8782.48,C1424439581,21368,12585.52,M1354280589,0,0,0
C12591,752.485849,0.727273,0,0,0,1075.239192,0,0,0,0.083333,4,0,1200,1321.798347,145.445603,0,12,1,CASH_IN,254286.27,C626626764,22351,276637.27,C1832532108,11155,0,0
C12592,537.491488,1,1672.99,972.01,700.98,0,0.583333,0.416667,0.416667,0,0,25,1600,1306.526458,968.817429,0.25,12,1,PAYMENT,10239.16,C1372137902,276637.27,266398.11,M1015799131,0,0,0
C12593,1890.946618,1,0,0,0,4561.090005,0,0,0,0.25,7,0,2500,4847.513095,507.635447,0.090909,12,1,TRANSFER,7276.69,C701681793,93,0,C154319946,1463,0,0
C12594,11.269672,0.636364,248.31,0,248.31,0,0.416667,0,0.416667,0,0,10,9500,36.844388,66.224535,0,12,1,DEBIT,4993.81,C1088744071,20801,15807.19,C488044861,120766.35,5203.54,0
C12595,50.006512,0.454545,701.25,0,701.25,0,0.333333,0,0.25,0,0,5,3500,1834.431851,132.939468,1,12,1,DEBIT,8531.44,C1484275564,2080,0,C195600860,31817.35,40348.79,0
C12596,5115.712849,1,4378.8,3195.58,1183.22,0,0.833333,0.333333,0.75,0,0,19,10000,2241.246911,1320.011574,0,12,1,PAYMENT,4297.27,C981159997,7468,3170.73,M85121323,0,0,0
C12597,984.724235,1,10243.48,4316.82,5926.66,0,1,0.333333,1,0,0,56,7500,11112.38396,252.899236,1,12,1,PAYMENT,7287.73,C1657125852,3170.73,0,M2078239671,0,0,0
C12598,952.379745,1,481.75,431.75,50,0,0.833333,0.666667,0.416667,0,0,20,1200,449.280028,273.503587,0,12,1,PAYMENT,5375.2,C465909321,81625,76249.8,M143486875,0,0,0
